,relationships,prompt_type,probability,group_id,model,dataset
0,afforded,explicit,0.9886018633842468,1,imagebind,synthetic
1,afforded,explicit,0.9960463643074036,2,imagebind,synthetic
2,afforded,explicit,0.8681296110153198,3,imagebind,synthetic
3,afforded,explicit,0.9079536199569702,4,imagebind,synthetic
4,afforded,explicit,0.9953926801681519,5,imagebind,synthetic
5,afforded,explicit,0.1150544062256813,6,imagebind,synthetic
6,afforded,explicit,2.39888031501323e-05,7,imagebind,synthetic
7,afforded,explicit,0.8125619292259216,8,imagebind,synthetic
8,afforded,explicit,0.013306941837072372,9,imagebind,synthetic
9,afforded,explicit,0.795298159122467,10,imagebind,synthetic
10,afforded,explicit,0.9951803684234619,11,imagebind,synthetic
11,afforded,explicit,7.959236245369539e-05,12,imagebind,synthetic
12,afforded,explicit,0.9831578135490417,13,imagebind,synthetic
13,afforded,explicit,0.48970308899879456,14,imagebind,synthetic
14,afforded,explicit,0.9924895763397217,15,imagebind,synthetic
15,afforded,explicit,0.0026506984140723944,16,imagebind,synthetic
16,afforded,explicit,0.38013485074043274,17,imagebind,synthetic
17,afforded,explicit,0.7670754194259644,18,imagebind,synthetic
18,afforded,implicit,0.9589786529541016,1,imagebind,synthetic
19,afforded,implicit,0.9967748522758484,2,imagebind,synthetic
20,afforded,implicit,0.9257906675338745,3,imagebind,synthetic
21,afforded,implicit,0.8976641893386841,4,imagebind,synthetic
22,afforded,implicit,0.999151349067688,5,imagebind,synthetic
23,afforded,implicit,0.21731610596179962,6,imagebind,synthetic
24,afforded,implicit,2.509972546249628e-05,7,imagebind,synthetic
25,afforded,implicit,0.9969942569732666,8,imagebind,synthetic
26,afforded,implicit,0.010246087796986103,9,imagebind,synthetic
27,afforded,implicit,0.8979166746139526,10,imagebind,synthetic
28,afforded,implicit,0.9690454602241516,11,imagebind,synthetic
29,afforded,implicit,0.0004266690229997039,12,imagebind,synthetic
30,afforded,implicit,0.979892373085022,13,imagebind,synthetic
31,afforded,implicit,0.1838415563106537,14,imagebind,synthetic
32,afforded,implicit,0.7301867604255676,15,imagebind,synthetic
33,afforded,implicit,0.008178682997822762,16,imagebind,synthetic
34,afforded,implicit,0.14232365787029266,17,imagebind,synthetic
35,afforded,implicit,0.7631629705429077,18,imagebind,synthetic
36,non_afforded,explicit,0.011398188769817352,1,imagebind,synthetic
37,non_afforded,explicit,0.003953666426241398,2,imagebind,synthetic
38,non_afforded,explicit,0.13187038898468018,3,imagebind,synthetic
39,non_afforded,explicit,0.09204640984535217,4,imagebind,synthetic
40,non_afforded,explicit,0.004607358481734991,5,imagebind,synthetic
41,non_afforded,explicit,0.8849455714225769,6,imagebind,synthetic
42,non_afforded,explicit,0.9999760389328003,7,imagebind,synthetic
43,non_afforded,explicit,0.18743810057640076,8,imagebind,synthetic
44,non_afforded,explicit,0.9866930842399597,9,imagebind,synthetic
45,non_afforded,explicit,0.20470185577869415,10,imagebind,synthetic
46,non_afforded,explicit,0.004819680005311966,11,imagebind,synthetic
47,non_afforded,explicit,0.9999203681945801,12,imagebind,synthetic
48,non_afforded,explicit,0.016842246055603027,13,imagebind,synthetic
49,non_afforded,explicit,0.5102969408035278,14,imagebind,synthetic
50,non_afforded,explicit,0.007510492578148842,15,imagebind,synthetic
51,non_afforded,explicit,0.9973492622375488,16,imagebind,synthetic
52,non_afforded,explicit,0.6198651790618896,17,imagebind,synthetic
53,non_afforded,explicit,0.23292452096939087,18,imagebind,synthetic
54,non_afforded,implicit,0.04102142155170441,1,imagebind,synthetic
55,non_afforded,implicit,0.0032251521479338408,2,imagebind,synthetic
56,non_afforded,implicit,0.07420928031206131,3,imagebind,synthetic
57,non_afforded,implicit,0.10233578085899353,4,imagebind,synthetic
58,non_afforded,implicit,0.0008486651931889355,5,imagebind,synthetic
59,non_afforded,implicit,0.7826839089393616,6,imagebind,synthetic
60,non_afforded,implicit,0.9999748468399048,7,imagebind,synthetic
61,non_afforded,implicit,0.003005711594596505,8,imagebind,synthetic
62,non_afforded,implicit,0.9897539615631104,9,imagebind,synthetic
63,non_afforded,implicit,0.10208328813314438,10,imagebind,synthetic
64,non_afforded,implicit,0.030954472720623016,11,imagebind,synthetic
65,non_afforded,implicit,0.999573290348053,12,imagebind,synthetic
66,non_afforded,implicit,0.02010759897530079,13,imagebind,synthetic
67,non_afforded,implicit,0.8161584734916687,14,imagebind,synthetic
68,non_afforded,implicit,0.26981329917907715,15,imagebind,synthetic
69,non_afforded,implicit,0.9918212890625,16,imagebind,synthetic
70,non_afforded,implicit,0.8576763272285461,17,imagebind,synthetic
71,non_afforded,implicit,0.23683705925941467,18,imagebind,synthetic
