,sentence,match,probability,model,dataset
0,a,match,0.00025809890939854085,ViT-L-14,muraki2021
1,a,match,1.0,ViT-L-14,muraki2021
2,a,match,0.999933123588562,ViT-L-14,muraki2021
3,a,match,0.5579704642295837,ViT-L-14,muraki2021
4,a,match,0.4411998987197876,ViT-L-14,muraki2021
5,a,match,0.002832007361575961,ViT-L-14,muraki2021
6,a,match,0.9997382760047913,ViT-L-14,muraki2021
7,a,match,0.9999845027923584,ViT-L-14,muraki2021
8,a,match,0.949339747428894,ViT-L-14,muraki2021
9,a,match,0.9999995231628418,ViT-L-14,muraki2021
10,a,match,8.940651241573505e-06,ViT-L-14,muraki2021
11,a,match,0.7696941494941711,ViT-L-14,muraki2021
12,a,match,0.8522365093231201,ViT-L-14,muraki2021
13,a,match,0.9499726295471191,ViT-L-14,muraki2021
14,a,match,0.9981914162635803,ViT-L-14,muraki2021
15,a,match,0.5387083292007446,ViT-L-14,muraki2021
16,a,match,0.9999969005584717,ViT-L-14,muraki2021
17,a,match,0.9529399871826172,ViT-L-14,muraki2021
18,a,match,0.999995231628418,ViT-L-14,muraki2021
19,a,match,0.9454702138900757,ViT-L-14,muraki2021
20,a,match,5.512774346174906e-14,ViT-L-14,muraki2021
21,a,match,0.3192722499370575,ViT-L-14,muraki2021
22,a,match,0.15883834660053253,ViT-L-14,muraki2021
23,a,match,0.9980764389038086,ViT-L-14,muraki2021
24,a,mismatch,0.9997418522834778,ViT-L-14,muraki2021
25,a,mismatch,1.0250048693930675e-13,ViT-L-14,muraki2021
26,a,mismatch,6.682992534479126e-05,ViT-L-14,muraki2021
27,a,mismatch,0.44202956557273865,ViT-L-14,muraki2021
28,a,mismatch,0.5588001012802124,ViT-L-14,muraki2021
29,a,mismatch,0.9971680045127869,ViT-L-14,muraki2021
30,a,mismatch,0.00026168584008701146,ViT-L-14,muraki2021
31,a,mismatch,1.549390253785532e-05,ViT-L-14,muraki2021
32,a,mismatch,0.050660211592912674,ViT-L-14,muraki2021
33,a,mismatch,4.757102374242095e-07,ViT-L-14,muraki2021
34,a,mismatch,0.9999910593032837,ViT-L-14,muraki2021
35,a,mismatch,0.23030586540699005,ViT-L-14,muraki2021
36,a,mismatch,0.14776356518268585,ViT-L-14,muraki2021
37,a,mismatch,0.05002737045288086,ViT-L-14,muraki2021
38,a,mismatch,0.0018085574265569448,ViT-L-14,muraki2021
39,a,mismatch,0.46129167079925537,ViT-L-14,muraki2021
40,a,mismatch,3.0805269943812164e-06,ViT-L-14,muraki2021
41,a,mismatch,0.04705997183918953,ViT-L-14,muraki2021
42,a,mismatch,4.766366600961192e-06,ViT-L-14,muraki2021
43,a,mismatch,0.05452976003289223,ViT-L-14,muraki2021
44,a,mismatch,1.0,ViT-L-14,muraki2021
45,a,mismatch,0.6807277202606201,ViT-L-14,muraki2021
46,a,mismatch,0.8411616086959839,ViT-L-14,muraki2021
47,a,mismatch,0.0019235608633607626,ViT-L-14,muraki2021
48,b,match,0.9970903396606445,ViT-L-14,muraki2021
49,b,match,2.904302164974219e-14,ViT-L-14,muraki2021
50,b,match,0.0008095537195913494,ViT-L-14,muraki2021
51,b,match,0.0195075124502182,ViT-L-14,muraki2021
52,b,match,0.5967691540718079,ViT-L-14,muraki2021
53,b,match,1.0,ViT-L-14,muraki2021
54,b,match,0.0284486822783947,ViT-L-14,muraki2021
55,b,match,5.415658392848854e-07,ViT-L-14,muraki2021
56,b,match,0.12816409766674042,ViT-L-14,muraki2021
57,b,match,1.024104562930006e-06,ViT-L-14,muraki2021
58,b,match,1.0,ViT-L-14,muraki2021
59,b,match,0.055802635848522186,ViT-L-14,muraki2021
60,b,match,0.1258786916732788,ViT-L-14,muraki2021
61,b,match,0.99922776222229,ViT-L-14,muraki2021
62,b,match,1.9102217030386726e-10,ViT-L-14,muraki2021
63,b,match,0.7581365704536438,ViT-L-14,muraki2021
64,b,match,4.709777203970589e-05,ViT-L-14,muraki2021
65,b,match,0.3197682201862335,ViT-L-14,muraki2021
66,b,match,7.338103750953451e-05,ViT-L-14,muraki2021
67,b,match,0.10621851682662964,ViT-L-14,muraki2021
68,b,match,1.0,ViT-L-14,muraki2021
